"id","factura_id","fecha","monto","metodo","nota","created_at"
41,106,"2025-08-14",300000,"Efectivo",,"2025-08-23T16:21:31.057428+00:00"
42,103,"2025-08-20",200000,"Efectivo",,"2025-08-23T16:23:53.561699+00:00"
43,126,"2025-08-25",200000,"Efectivo",,"2025-08-25T20:23:18.202131+00:00"
44,99,"2025-08-25",100000,"Efectivo",,"2025-08-25T20:28:17.880746+00:00"
45,97,"2025-08-22",250000,"Efectivo",,"2025-08-25T20:52:31.26117+00:00"
46,97,"2025-08-25",200000,"Efectivo",,"2025-08-25T20:52:45.984611+00:00"
47,60,"2025-08-25",200000,"Efectivo","Nequi","2025-08-25T21:30:59.575834+00:00"
48,39,"2025-08-25",135000,"Transferencia","Nequi","2025-08-25T22:13:44.477787+00:00"
49,65,"2025-08-25",461000,"Efectivo",,"2025-08-25T22:30:17.342644+00:00"
50,21,"2025-08-26",3900000,"Efectivo",,"2025-08-26T21:11:12.305781+00:00"
51,85,"2025-08-26",368000,"Efectivo",,"2025-08-26T21:46:53.842144+00:00"
52,111,"2025-08-26",500000,"Efectivo",,"2025-08-26T21:54:59.390729+00:00"
53,48,"2025-08-26",200000,"Efectivo",,"2025-08-26T22:02:19.836286+00:00"
54,115,"2025-08-06",413000,"Efectivo",,"2025-08-27T21:22:32.544301+00:00"
55,115,"2025-08-27",500000,"Efectivo","Davi","2025-08-27T21:22:52.263689+00:00"
56,146,"2025-08-27",200000,"Efectivo",,"2025-08-27T21:48:04.146361+00:00"
57,78,"2025-08-27",200000,"Efectivo",,"2025-08-27T22:20:21.767105+00:00"
58,112,"2025-08-28",356000,"Efectivo",,"2025-08-28T20:31:59.192819+00:00"
59,9,"2025-08-28",1000000,"Efectivo",,"2025-08-28T20:33:20.645671+00:00"
60,131,"2025-08-28",508000,"Efectivo",,"2025-08-28T20:44:49.905164+00:00"
61,128,"2025-08-28",300000,"Efectivo",,"2025-08-28T20:45:36.785308+00:00"
62,103,"2025-08-28",100000,"Efectivo",,"2025-08-28T21:14:16.468084+00:00"
63,103,"2025-08-28",80000,"Efectivo",,"2025-08-28T21:15:16.834319+00:00"
64,90,"2025-08-29",250000,"Efectivo",,"2025-08-29T20:40:31.803191+00:00"
65,108,"2025-08-29",500000,"Transferencia","Nequi ","2025-08-29T21:01:57.981978+00:00"
66,108,"2025-08-27",500000,"Efectivo","Nequi","2025-08-29T21:22:36.311595+00:00"
67,108,"2025-08-22",500000,"Efectivo",,"2025-08-29T21:23:29.663855+00:00"
68,108,"2025-08-12",206000,"Efectivo",,"2025-08-29T21:24:04.617425+00:00"
69,48,"2025-08-29",200000,"Transferencia",,"2025-08-29T22:25:25.427714+00:00"
70,118,"2025-08-30",100000,"Efectivo",,"2025-08-30T21:26:26.096961+00:00"
71,151,"2025-08-30",50000,"Efectivo",,"2025-08-30T21:34:54.363671+00:00"
72,106,"2025-08-30",300000,"Efectivo",,"2025-08-30T21:45:40.798762+00:00"
73,78,"2025-08-30",200000,"Efectivo",,"2025-08-30T21:59:46.012049+00:00"
74,99,"2025-08-30",100000,"Efectivo",,"2025-08-30T22:10:53.471089+00:00"
75,90,"2025-08-30",250000,"Efectivo",,"2025-08-30T22:21:55.193721+00:00"
76,146,"2025-08-30",200000,"Efectivo",,"2025-08-30T22:26:24.411789+00:00"
77,45,"2025-08-30",176000,"Efectivo",,"2025-08-30T22:33:35.651038+00:00"
78,62,"2025-08-30",176000,"Efectivo",,"2025-08-30T22:37:29.690342+00:00"
79,39,"2025-08-30",229000,"Efectivo",,"2025-08-30T22:41:47.150674+00:00"
80,78,"2025-09-01",200000,"Efectivo",,"2025-09-01T20:39:30.556749+00:00"
81,9,"2025-09-01",1112000,"Efectivo",,"2025-09-01T21:43:34.648378+00:00"
82,115,"2025-09-01",347000,"Efectivo",,"2025-09-01T21:58:41.948434+00:00"
83,145,"2025-09-01",300000,"Efectivo",,"2025-09-01T22:12:50.511599+00:00"
84,66,"2025-09-01",500000,"Efectivo",,"2025-09-01T22:21:24.724629+00:00"
85,111,"2025-09-01",846000,"Efectivo",,"2025-09-01T23:02:44.5134+00:00"
86,108,"2025-08-30",572000,"Efectivo",,"2025-09-01T23:10:10.189487+00:00"
87,75,"2025-09-02",200000,"Efectivo",,"2025-09-02T20:36:37.104456+00:00"
88,151,"2025-09-02",50000,"Efectivo",,"2025-09-02T20:37:10.536322+00:00"
89,126,"2025-09-02",150000,"Efectivo",,"2025-09-02T20:45:25.328714+00:00"
90,90,"2025-09-02",400000,"Efectivo",,"2025-09-02T20:52:39.458623+00:00"
91,168,"2025-09-02",550500,"Efectivo",,"2025-09-03T13:46:00.828305+00:00"
92,105,"2025-09-03",440000,"Efectivo",,"2025-09-03T22:42:38.326391+00:00"
93,89,"2025-09-03",220000,"Efectivo",,"2025-09-03T22:43:23.069346+00:00"
94,114,"2025-09-03",500000,"Efectivo",,"2025-09-03T22:48:20.936124+00:00"
95,123,"2025-09-04",96000,"Efectivo",,"2025-09-04T21:21:15.231868+00:00"
96,125,"2025-09-04",304000,"Efectivo",,"2025-09-04T21:21:45.177994+00:00"
97,60,"2025-09-04",200000,"Efectivo",,"2025-09-04T21:22:08.911595+00:00"
98,133,"2025-08-22",400000,"Efectivo",,"2025-09-05T20:00:59.105552+00:00"
99,133,"2025-09-05",680000,"Efectivo",,"2025-09-05T20:03:11.389908+00:00"
100,11,"2025-09-05",200000,"Efectivo",,"2025-09-05T20:52:00.180175+00:00"
101,43,"2025-09-05",32000,"Efectivo",,"2025-09-05T20:55:43.579486+00:00"
102,108,"2025-09-05",700000,"Efectivo",,"2025-09-05T21:06:46.946151+00:00"
103,75,"2025-09-05",150000,"Efectivo",,"2025-09-05T21:44:51.409641+00:00"
104,99,"2025-09-06",100000,"Efectivo",,"2025-09-06T21:56:13.260092+00:00"
105,78,"2025-09-06",200000,"Efectivo",,"2025-09-06T21:59:56.849436+00:00"
106,108,"2025-09-08",250000,"Efectivo",,"2025-09-08T21:45:44.055024+00:00"
107,36,"2025-09-09",217000,"Efectivo",,"2025-09-09T20:26:49.985844+00:00"
108,36,"2025-09-09",173000,"Efectivo",,"2025-09-09T20:28:15.012964+00:00"
109,38,"2025-09-09",1000000,"Efectivo",,"2025-09-09T21:17:10.726033+00:00"
110,60,"2025-09-09",100000,"Efectivo",,"2025-09-09T21:53:01.940151+00:00"
112,182,"2025-09-10",360000,"Efectivo",,"2025-09-10T12:50:53.236939+00:00"
113,194,"2025-09-10",557000,"Efectivo",,"2025-09-10T13:23:07.078313+00:00"
114,113,"2025-09-10",27000,"Efectivo",,"2025-09-10T20:10:39.847191+00:00"
115,113,"2025-09-10",149000,"Efectivo",,"2025-09-10T20:10:48.877213+00:00"
116,78,"2025-09-10",150000,"Efectivo",,"2025-09-10T20:30:56.473424+00:00"
117,151,"2025-09-10",77000,"Efectivo",,"2025-09-10T20:42:03.182523+00:00"
118,12,"2025-09-10",23000,"Efectivo",,"2025-09-10T20:43:07.035649+00:00"
119,126,"2025-09-10",200000,"Efectivo",,"2025-09-10T20:47:54.480531+00:00"
120,99,"2025-09-10",126000,"Efectivo",,"2025-09-10T20:50:30.507355+00:00"
121,146,"2025-09-10",200000,"Efectivo",,"2025-09-10T21:15:27.421206+00:00"
122,11,"2025-09-10",300000,"Efectivo",,"2025-09-10T21:24:08.715664+00:00"
123,14,"2025-09-10",242000,"Efectivo",,"2025-09-10T21:40:09.659563+00:00"
124,47,"2025-09-03",150000,"Efectivo",,"2025-09-10T21:44:44.43765+00:00"
125,10,"2025-09-10",500000,"Efectivo",,"2025-09-10T21:49:23.906355+00:00"
126,77,"2025-09-10",240000,"Efectivo",,"2025-09-10T21:54:43.123356+00:00"
127,76,"2025-09-10",176000,"Efectivo",,"2025-09-10T21:55:15.8216+00:00"
128,66,"2025-09-10",1276000,"Efectivo",,"2025-09-10T22:07:37.859149+00:00"
130,12,"2025-09-12",50000,"Efectivo",,"2025-09-12T19:59:41.71357+00:00"
131,89,"2025-09-12",300000,"Efectivo",,"2025-09-12T20:23:04.670091+00:00"
132,88,"2025-09-12",440000,"Efectivo",,"2025-09-12T20:27:04.879026+00:00"
133,152,"2025-09-12",216000,"Efectivo",,"2025-09-12T21:25:33.675513+00:00"
134,78,"2025-09-12",218000,"Efectivo",,"2025-09-12T23:05:11.098344+00:00"
135,108,"2025-09-12",1176000,"Efectivo",,"2025-09-12T23:46:33.060765+00:00"
136,16,"2025-09-12",656000,"Efectivo",,"2025-09-12T23:47:36.704357+00:00"
138,8,"2025-09-10",164000,"Efectivo",,"2025-09-17T20:26:10.464881+00:00"
139,86,"2025-09-04",300000,"Efectivo",,"2025-09-17T20:28:05.534047+00:00"
140,86,"2025-09-17",250000,"Efectivo",,"2025-09-17T20:35:05.37089+00:00"
141,114,"2025-09-17",500000,"Efectivo",,"2025-09-17T21:27:45.487091+00:00"
142,11,"2025-09-17",200000,"Efectivo",,"2025-09-17T21:35:22.367227+00:00"
143,124,"2025-09-17",384000,"Efectivo",,"2025-09-17T21:38:33.388302+00:00"
144,64,"2025-09-05",100000,"Efectivo",,"2025-09-17T21:43:14.303586+00:00"
145,64,"2025-09-17",150000,"Efectivo",,"2025-09-17T21:43:27.283904+00:00"
146,48,"2025-09-08",400000,"Efectivo",,"2025-09-17T21:55:36.894626+00:00"
147,48,"2025-09-17",500000,"Transferencia",,"2025-09-17T21:59:24.081792+00:00"
148,15,"2025-09-17",150000,"Efectivo",,"2025-09-17T22:14:09.938026+00:00"
149,106,"2025-09-18",170000,"Efectivo",,"2025-09-18T21:09:43.904682+00:00"
150,106,"2025-09-04",70000,"Otro","Candado","2025-09-18T21:10:07.928762+00:00"
151,107,"2025-09-18",130000,"Efectivo",,"2025-09-18T21:10:31.800418+00:00"
152,100,"2025-09-18",100000,"Transferencia",,"2025-09-18T21:32:20.939037+00:00"
153,59,"2025-09-18",198000,"Efectivo",,"2025-09-18T21:41:08.121426+00:00"
154,41,"2025-09-18",960000,"Efectivo",,"2025-09-18T21:46:01.957106+00:00"
155,146,"2025-09-18",300000,"Efectivo",,"2025-09-18T21:51:32.431598+00:00"
156,146,"2025-09-10",200000,"Efectivo",,"2025-09-18T21:52:41.571219+00:00"
157,68,"2025-09-18",500000,"Efectivo",,"2025-09-18T21:58:34.414422+00:00"
158,31,"2025-09-19",150000,"Efectivo",,"2025-09-19T21:03:05.940356+00:00"
159,97,"2025-09-19",250000,"Efectivo",,"2025-09-19T21:26:51.025632+00:00"
160,8,"2025-09-19",290000,"Efectivo",,"2025-09-19T21:42:21.657907+00:00"
161,38,"2025-09-19",950000,"Efectivo",,"2025-09-19T21:57:02.350139+00:00"
162,74,"2025-09-12",20000,"Efectivo",,"2025-09-19T22:07:21.101489+00:00"
163,74,"2025-09-19",200000,"Efectivo",,"2025-09-19T22:07:33.534112+00:00"
164,75,"2025-09-12",130000,"Efectivo",,"2025-09-19T22:08:20.663833+00:00"
165,46,"2025-09-19",200000,"Transferencia",,"2025-09-19T22:27:52.64063+00:00"
166,46,"2025-09-19",100000,"Transferencia",,"2025-09-19T22:28:07.31116+00:00"
167,168,"2025-09-15",392000,"Efectivo",,"2025-09-20T02:39:01.028732+00:00"
168,74,"2025-09-22",284000,"Transferencia",,"2025-09-22T21:07:48.56206+00:00"
169,145,"2025-09-22",400000,"Efectivo",,"2025-09-22T21:16:31.842533+00:00"
170,114,"2025-09-22",500000,"Efectivo",,"2025-09-22T21:44:34.421561+00:00"
171,60,"2025-09-22",100000,"Efectivo",,"2025-09-22T21:51:14.834164+00:00"
172,116,"2025-09-22",648000,"Efectivo",,"2025-09-22T22:07:53.310301+00:00"
173,116,"2025-09-22",36000,"Efectivo",,"2025-09-22T22:08:49.926979+00:00"
174,23,"2025-09-23",840000,"Efectivo",,"2025-09-23T20:49:53.406313+00:00"
175,42,"2025-09-23",1000000,"Efectivo",,"2025-09-23T21:01:16.799814+00:00"
176,136,"2025-09-23",500000,"Efectivo",,"2025-09-23T22:08:02.327495+00:00"
177,118,"2025-09-26",80000,"Efectivo",,"2025-09-26T20:53:40.214676+00:00"
178,15,"2025-09-26",150000,"Efectivo",,"2025-09-26T21:27:20.118212+00:00"
179,48,"2025-09-27",300000,"Efectivo",,"2025-09-27T21:07:15.24766+00:00"
180,146,"2025-09-27",350000,"Efectivo",,"2025-09-27T21:25:54.252537+00:00"
181,42,"2025-09-27",1000000,"Efectivo",,"2025-09-27T21:30:36.126104+00:00"
182,64,"2025-09-24",200000,"Efectivo",,"2025-09-27T21:40:34.213736+00:00"
183,64,"2025-09-27",308000,"Efectivo",,"2025-09-27T21:41:59.817158+00:00"
184,8,"2025-09-27",154000,"Efectivo",,"2025-09-27T21:48:03.412061+00:00"
185,114,"2025-09-27",500000,"Efectivo",,"2025-09-27T22:05:03.33887+00:00"
186,73,"2025-09-27",150000,"Efectivo",,"2025-09-27T22:43:33.041856+00:00"
187,152,"2025-09-27",200000,"Efectivo",,"2025-09-27T22:46:37.020033+00:00"
188,29,"2025-09-15",338000,"Efectivo",,"2025-09-29T20:38:53.413898+00:00"
189,29,"2025-09-29",342000,"Efectivo",,"2025-09-29T20:39:04.685677+00:00"
190,10,"2025-09-29",500000,"Efectivo",,"2025-09-29T21:30:42.31245+00:00"
191,15,"2025-09-30",75000,"Efectivo",,"2025-09-30T21:14:09.273586+00:00"
192,6,"2025-09-30",75000,"Efectivo",,"2025-09-30T21:14:46.757788+00:00"
193,22,"2025-09-30",200000,"Efectivo",,"2025-09-30T21:26:40.032116+00:00"
194,97,"2025-09-30",300000,"Efectivo",,"2025-09-30T21:28:46.056772+00:00"
195,14,"2025-09-30",200000,"Efectivo",,"2025-09-30T22:39:52.506465+00:00"
196,11,"2025-10-01",200000,"Efectivo",,"2025-10-01T19:13:23.686669+00:00"
197,122,"2025-10-01",600000,"Efectivo",,"2025-10-01T22:51:16.340767+00:00"
198,136,"2025-10-01",500000,"Efectivo",,"2025-10-01T22:54:52.726626+00:00"
199,231,"2025-10-01",1758000,"Efectivo",,"2025-10-02T16:47:30.254072+00:00"
200,100,"2025-10-02",100000,"Efectivo",,"2025-10-02T20:52:08.775091+00:00"
201,100,"2025-10-02",100000,"Efectivo",,"2025-10-02T20:53:02.289823+00:00"
202,68,"2025-10-02",500000,"Efectivo",,"2025-10-02T21:48:08.26342+00:00"
203,128,"2025-10-02",250000,"Transferencia",,"2025-10-02T22:31:05.426311+00:00"
204,128,"2025-10-02",250000,"Efectivo",,"2025-10-02T22:31:16.964769+00:00"
205,73,"2025-10-02",150000,"Efectivo",,"2025-10-02T22:34:03.16616+00:00"
206,94,"2025-10-03",1000000,"Efectivo",,"2025-10-03T20:39:20.616717+00:00"
207,107,"2025-10-03",300000,"Efectivo",,"2025-10-03T21:18:46.945491+00:00"
208,145,"2025-10-03",225000,"Efectivo",,"2025-10-03T22:08:34.469798+00:00"
209,48,"2025-10-04",500000,"Efectivo",,"2025-10-04T20:02:12.158534+00:00"
210,63,"2025-10-04",300000,"Efectivo",,"2025-10-04T20:19:28.687336+00:00"
211,122,"2025-10-04",500000,"Efectivo",,"2025-10-04T20:30:56.861439+00:00"
212,146,"2025-10-04",350000,"Efectivo",,"2025-10-04T20:36:22.617111+00:00"
213,12,"2025-09-30",70000,"Efectivo",,"2025-10-04T20:50:39.388154+00:00"
214,12,"2025-10-04",49000,"Efectivo",,"2025-10-04T20:51:02.475564+00:00"
215,162,"2025-10-04",21000,"Efectivo",,"2025-10-04T20:52:41.142048+00:00"
216,194,"2025-10-04",500000,"Efectivo",,"2025-10-04T21:11:36.057225+00:00"
217,100,"2025-10-04",84000,"Transferencia",,"2025-10-04T21:15:02.256806+00:00"
218,95,"2025-10-04",66000,"Efectivo",,"2025-10-04T21:16:04.126113+00:00"
219,6,"2025-10-04",101000,"Efectivo",,"2025-10-04T21:36:15.435093+00:00"
220,27,"2025-10-04",49000,"Efectivo",,"2025-10-04T21:37:31.198936+00:00"
221,138,"2025-10-04",260000,"Efectivo",,"2025-10-04T22:02:36.560896+00:00"
222,154,"2025-10-04",400000,"Efectivo",,"2025-10-04T22:27:31.997102+00:00"
223,125,"2025-10-04",368000,"Efectivo",,"2025-10-04T22:41:31.487519+00:00"
224,8,"2025-10-06",172000,"Efectivo",,"2025-10-06T22:26:28.108+00:00"
225,86,"2025-10-06",438000,"Efectivo",,"2025-10-06T22:39:26.554083+00:00"
226,84,"2025-10-06",112000,"Efectivo",,"2025-10-06T22:40:17.30234+00:00"
227,11,"2025-10-06",125000,"Efectivo",,"2025-10-06T22:47:59.417799+00:00"
228,13,"2025-10-06",75000,"Efectivo",,"2025-10-06T22:48:24.622739+00:00"
229,114,"2025-10-06",400000,"Efectivo",,"2025-10-06T22:52:40.450589+00:00"
230,73,"2025-10-07",150000,"Efectivo",,"2025-10-07T21:30:33.428157+00:00"
231,96,"2025-10-07",400000,"Efectivo",,"2025-10-07T22:07:40.012513+00:00"
232,25,"2025-10-07",1560000,"Efectivo",,"2025-10-07T22:08:09.434361+00:00"
233,97,"2025-10-07",400000,"Efectivo",,"2025-10-07T22:38:15.841717+00:00"
234,48,"2025-10-07",943200,"Efectivo",,"2025-10-07T22:50:28.502509+00:00"
235,27,"2025-10-08",200000,"Efectivo",,"2025-10-08T20:59:27.284001+00:00"
236,13,"2025-10-08",101000,"Efectivo",,"2025-10-08T21:21:59.620901+00:00"
237,179,"2025-10-08",200000,"Efectivo",,"2025-10-08T21:23:10.571159+00:00"
238,73,"2025-10-08",150000,"Efectivo",,"2025-10-08T22:07:50.875517+00:00"
239,126,"2025-10-08",200000,"Efectivo",,"2025-10-08T22:46:15.559621+00:00"
240,95,"2025-10-08",100000,"Efectivo",,"2025-10-08T22:50:27.238457+00:00"
241,24,"2025-10-03",312000,"Efectivo",,"2025-10-08T23:00:08.758864+00:00"
242,24,"2025-10-08",300000,"Efectivo",,"2025-10-08T23:00:24.266473+00:00"
243,57,"2025-10-09",420000,"Efectivo",,"2025-10-09T20:44:07.570782+00:00"
244,68,"2025-10-09",1000000,"Efectivo",,"2025-10-09T21:16:06.024182+00:00"
245,146,"2025-10-09",250000,"Efectivo",,"2025-10-09T21:23:17.030048+00:00"
246,224,"2025-10-09",1000000,"Efectivo",,"2025-10-09T21:53:07.923645+00:00"
247,224,"2025-09-24",546000,"Efectivo",,"2025-10-09T21:53:30.528453+00:00"
248,224,"2025-10-09",900,"Efectivo",,"2025-10-09T21:53:40.81702+00:00"
249,162,"2025-10-09",70000,"Efectivo",,"2025-10-09T22:08:34.183627+00:00"
250,120,"2025-10-10",136000,"Efectivo",,"2025-10-10T21:23:30.004204+00:00"
251,180,"2025-10-10",400000,"Efectivo",,"2025-10-10T21:35:27.500661+00:00"
252,122,"2025-10-10",300000,"Efectivo",,"2025-10-10T21:48:30.061459+00:00"
253,27,"2025-10-14",150000,"Efectivo",,"2025-10-14T20:26:51.235519+00:00"
254,114,"2025-10-14",200000,"Efectivo",,"2025-10-14T20:33:23.293445+00:00"
255,97,"2025-10-14",400000,"Efectivo",,"2025-10-14T20:51:01.391618+00:00"
256,162,"2025-10-14",69000,"Efectivo",,"2025-10-14T21:23:24.927441+00:00"
257,179,"2025-10-15",250000,"Efectivo",,"2025-10-15T21:10:57.474379+00:00"
258,179,"2025-10-10",68000,"Efectivo",,"2025-10-15T21:11:20.265963+00:00"
259,24,"2025-10-15",200000,"Efectivo",,"2025-10-15T21:12:34.97504+00:00"
260,73,"2025-10-14",100000,"Efectivo",,"2025-10-15T21:52:22.722439+00:00"
261,73,"2025-10-15",200000,"Efectivo",,"2025-10-15T21:52:30.276541+00:00"
262,49,"2025-10-16",200000,"Efectivo",,"2025-10-16T21:20:44.56699+00:00"
263,22,"2025-10-16",164000,"Efectivo",,"2025-10-16T21:57:16.840585+00:00"
264,122,"2025-10-16",300000,"Efectivo",,"2025-10-16T22:20:09.72759+00:00"
265,14,"2025-10-16",238000,"Efectivo",,"2025-10-16T22:23:03.349892+00:00"
266,14,"2025-10-08",200000,"Efectivo",,"2025-10-16T22:23:17.101594+00:00"
267,94,"2025-10-17",1000000,"Efectivo",,"2025-10-17T20:24:10.860141+00:00"
268,128,"2025-10-17",100000,"Efectivo",,"2025-10-17T20:43:50.782529+00:00"
269,153,"2025-10-17",500000,"Efectivo",,"2025-10-17T20:45:07.882749+00:00"
270,146,"2025-10-17",250000,"Efectivo",,"2025-10-17T21:24:10.388013+00:00"
271,107,"2025-10-10",200000,"Efectivo",,"2025-10-17T21:35:39.223301+00:00"
272,107,"2025-10-17",200000,"Efectivo",,"2025-10-17T21:35:58.529239+00:00"
273,136,"2025-10-17",542000,"Efectivo",,"2025-10-17T22:11:18.270201+00:00"
274,179,"2025-10-17",200000,"Efectivo",,"2025-10-17T22:16:06.692291+00:00"
275,49,"2025-10-18",448000,"Efectivo",,"2025-10-18T21:31:23.784693+00:00"
276,107,"2025-10-18",130000,"Efectivo",,"2025-10-18T22:15:50.937757+00:00"
277,24,"2025-10-18",300000,"Efectivo",,"2025-10-18T22:27:17.171644+00:00"
278,60,"2025-10-18",100000,"Efectivo",,"2025-10-18T22:35:33.795016+00:00"
279,122,"2025-10-18",321000,"Efectivo",,"2025-10-18T22:59:28.655077+00:00"
280,180,"2025-10-18",400000,"Efectivo",,"2025-10-18T23:10:55.203226+00:00"
281,149,"2025-10-20",280000,"Efectivo",,"2025-10-20T21:43:53.310706+00:00"
282,63,"2025-10-20",180000,"Efectivo",,"2025-10-20T21:55:50.125682+00:00"
283,167,"2025-10-20",200000,"Efectivo",,"2025-10-20T22:46:46.406397+00:00"
285,83,"2025-10-21",1166500,"Efectivo",,"2025-10-21T01:57:54.17339+00:00"
288,80,"2025-10-21",1150000,"Efectivo",,"2025-10-21T02:00:19.31651+00:00"
289,79,"2025-10-21",830000,"Efectivo",,"2025-10-21T02:03:13.527917+00:00"
290,34,"2025-10-21",336000,"Efectivo",,"2025-10-21T02:04:05.047591+00:00"
291,81,"2025-10-21",30000,"Efectivo",,"2025-10-21T02:05:29.572841+00:00"
292,82,"2025-10-21",240000,"Efectivo",,"2025-10-21T02:06:09.167962+00:00"
293,84,"2025-10-21",248000,"Efectivo",,"2025-10-21T02:37:54.402323+00:00"
294,10,"2025-10-15",760000,"Efectivo",,"2025-10-21T18:00:22.932287+00:00"
295,276,"2025-01-29",95000000,"Efectivo",,"2025-10-21T18:11:35.774635+00:00"
296,277,"2025-02-27",47000000,"Efectivo","COBRO TOTAL 47455300","2025-10-21T18:13:37.156963+00:00"
297,278,"2025-03-28",43909000,"Efectivo",,"2025-10-21T18:15:03.011924+00:00"
299,279,"2025-04-29",28295500,"Efectivo","SEMAN SANTA  ","2025-10-21T18:23:16.107867+00:00"
300,280,"2025-05-28",46468000,"Efectivo",,"2025-10-21T18:26:25.353165+00:00"
301,281,"2025-06-29",36930000,"Efectivo",,"2025-10-21T18:28:15.160146+00:00"
302,282,"2025-07-29",44573650,"Efectivo",,"2025-10-21T18:31:02.346822+00:00"
303,42,"2025-10-09",2000000,"Efectivo",,"2025-10-21T20:56:46.231489+00:00"
304,42,"2025-10-21",2480000,"Efectivo",,"2025-10-21T20:57:03.210531+00:00"
305,157,"2025-10-21",3900000,"Efectivo",,"2025-10-21T22:51:38.734206+00:00"
306,43,"2025-10-21",150000,"Efectivo",,"2025-10-21T23:07:04.05394+00:00"
307,154,"2025-10-22",400000,"Efectivo",,"2025-10-22T20:08:30.302418+00:00"
308,60,"2025-10-22",100000,"Efectivo",,"2025-10-22T20:41:05.312124+00:00"
309,60,"2025-10-17",170000,"Efectivo",,"2025-10-22T20:42:20.573629+00:00"
310,189,"2025-10-08",71000,"Efectivo",,"2025-10-22T21:31:20.340828+00:00"
311,189,"2025-10-22",70000,"Efectivo",,"2025-10-22T21:31:29.486755+00:00"
312,126,"2025-10-22",200000,"Efectivo",,"2025-10-22T21:36:26.401394+00:00"
313,194,"2025-10-22",500000,"Efectivo",,"2025-10-22T21:42:30.253292+00:00"
314,27,"2025-10-17",100000,"Efectivo",,"2025-10-22T21:49:27.512009+00:00"
315,27,"2025-10-22",150000,"Efectivo",,"2025-10-22T21:57:31.595535+00:00"
316,96,"2025-10-22",400000,"Efectivo",,"2025-10-22T22:10:24.884099+00:00"
317,19,"2025-10-22",253000,"Efectivo",,"2025-10-22T22:14:39.220232+00:00"
318,61,"2025-10-22",227000,"Efectivo","Aceite ","2025-10-22T22:44:03.137066+00:00"
319,179,"2025-10-22",300000,"Efectivo",,"2025-10-22T22:44:58.768589+00:00"
