"id","codigo","nombre","precio","categoria","stock","descripcion","activo","imagen_url","imagen_public_id","created_at","updated_at"
49,,"TIO NACHITO SH 12X400ML",23000,"Cuidado del Cabello",0,"CAJA X 12",false,"https://res.cloudinary.com/dstnroimw/image/upload/v1756219757/yqperh5y5oyxdr47l2ze.png","yqperh5y5oyxdr47l2ze","2025-08-20T17:15:25.961831+00:00","2025-08-20T17:15:25.961831+00:00"
19,,"SUNDOWN 70 DISPLAY X12X8ML",34000,"Bloqueadores y Cuidado de la Piel",120,"CAJA X 24",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756219179/h6p6wqzzfapeuyhsewkh.png","h6p6wqzzfapeuyhsewkh","2025-08-20T16:58:31.882431+00:00","2025-08-20T16:58:31.882431+00:00"
30,,"SHAMPOO COMPLEJO HIALURÉNICO",12500,"Cuidado del Cabello",0,"Paca x 24 300000",false,"https://res.cloudinary.com/dstnroimw/image/upload/v1756132855/lfnywgd25a4nt6rmwpdk.jpg","lfnywgd25a4nt6rmwpdk","2025-08-20T17:03:37.946265+00:00","2025-08-20T17:03:37.946265+00:00"
21,,"TANGA SPF100 24X12",28000,"Bloqueadores y Cuidado de la Piel",245,"paca x 12",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756221244/fqeizfjs1mbzrubxpscb.png","fqeizfjs1mbzrubxpscb","2025-08-20T16:59:35.497666+00:00","2025-08-20T16:59:35.497666+00:00"
25,,"GILLETTE MAX 3 X 2 HOJAS",16000,"Bloqueadores y Cuidado de la Piel",135,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756221377/ln3tywuzkuvwcbofypzv.png","ln3tywuzkuvwcbofypzv","2025-08-20T17:01:45.569587+00:00","2025-08-20T17:01:45.569587+00:00"
37,,"REIMIGTON PLANCHA PARA EL CABELLO",0,"Otros",0,,false,"https://res.cloudinary.com/dstnroimw/image/upload/v1756218626/hifveej3zsknbsvxdjq2.png","hifveej3zsknbsvxdjq2","2025-08-20T17:07:19.541951+00:00","2025-08-20T17:07:19.541951+00:00"
5,,"PROTECTORES NOSOTRAS NORMAL x 150 X 10 CAJAS",12000,"Toallas",1030,"Caja 120000",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756217827/rr1iihl79wav1riegf6a.png","rr1iihl79wav1riegf6a","2025-08-15T15:19:36.955609+00:00","2025-08-15T15:19:36.955609+00:00"
36,,"NOSOTRAS BUENAS NOCHES X 10",7000,"Toallas",138,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756217663/ctbf6chzgacm5chrrdio.png","ctbf6chzgacm5chrrdio","2025-08-20T17:06:22.473581+00:00","2025-08-20T17:06:22.473581+00:00"
47,,"MEXSANA TALCO 300+85G X15",19000,"Desodorantes",103,"Paca x 15 285000",false,"https://res.cloudinary.com/dstnroimw/image/upload/v1756217481/tabzqqlu2a3d4fhx8hxi.png","tabzqqlu2a3d4fhx8hxi","2025-08-20T17:14:18.657779+00:00","2025-08-20T17:14:18.657779+00:00"
16,,"JOHNSONS BABY 200 ML",10000,"Cuidado del Cabello",9,"CAJA  X 12",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756217345/it8wdfqj70pbaqosdcjn.png","it8wdfqj70pbaqosdcjn","2025-08-20T16:57:22.537461+00:00","2025-08-20T16:57:22.537461+00:00"
7,,"REXONA POWER BRY",8000,"Desodorantes",1353,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756218911/iwtiyuwvvpq4yce6fudt.png","iwtiyuwvvpq4yce6fudt","2025-08-15T15:23:18.716089+00:00","2025-08-15T15:23:18.716089+00:00"
11,,"ELIZABET ARDEN 40 GR",2000,"Desodorantes",0,"CAJA X 12",false,"https://res.cloudinary.com/dstnroimw/image/upload/v1756216850/jkfdupjdhojdjplpmy8f.png","jkfdupjdhojdjplpmy8f","2025-08-20T16:55:00.397166+00:00","2025-08-20T16:55:00.397166+00:00"
41,,"PONDS REGUBENETS",21000,"Bloqueadores y Cuidado de la Piel",0,,false,"https://res.cloudinary.com/dstnroimw/image/upload/v1756218397/gpilem8xt82qrjusf0aw.png","gpilem8xt82qrjusf0aw","2025-08-20T17:10:21.331105+00:00","2025-08-20T17:10:21.331105+00:00"
3,,"TOALLAS NOSOTRAS RAPIGEL X 30",11000,"Toallas",3034,"tallas nosotras rapigel x 30 caja x 8",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756219671/bh1kzufjjpk7wrzfxbxb.png","bh1kzufjjpk7wrzfxbxb","2025-08-15T12:38:40.351342+00:00","2025-08-15T12:38:40.351342+00:00"
33,,"TIO NACHO CONTROL CASPA 415",23000,"Cuidado del Cabello",437,"CAJA X 12",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756219718/fpsedkkxnehrkimrwflr.png","fpsedkkxnehrkimrwflr","2025-08-20T17:04:58.559676+00:00","2025-08-20T17:04:58.559676+00:00"
27,,"Crema De Peinar Savital Multivitaminas 20 Sobres",12500,"Cuidado del Cabello",72,"CAJA X 24 300000",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758405402/thttanarqqtnwobidsfu.png","thttanarqqtnwobidsfu","2025-08-20T17:02:40.390474+00:00","2025-08-20T17:02:40.390474+00:00"
24,,"HUGGIES ACTIVE SECO ETAPA 0 X 25 PANALES",11000,"Pañales",47,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756216913/bsaf3mbmi4wjijo6ahic.png","bsaf3mbmi4wjijo6ahic","2025-08-20T17:01:13.259721+00:00","2025-08-20T17:01:13.259721+00:00"
48,,"HUGGIES ETP 1X25 BLT X6PK",13000,"Pañales",0,"paca x 6 78000",false,"https://res.cloudinary.com/dstnroimw/image/upload/v1756217100/lh1apms1dacbfqe1tmaq.png","lh1apms1dacbfqe1tmaq","2025-08-20T17:14:54.619229+00:00","2025-08-20T17:14:54.619229+00:00"
132,,"Complejo B Bedoyecta 2ml   3 Ampollas",29000,"Medicamentos",625,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758820390/kzexmzudlrxx4nw5wk0o.png","kzexmzudlrxx4nw5wk0o","2025-09-25T17:13:19.422045+00:00","2025-09-25T17:13:19.422045+00:00"
26,,"CREMA DE PEINAR CON ACEITE DE ARGAN Y S6",12500,"Cuidado del Cabello",336,"CAJA X 24: 300000",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756216677/pwvlbeboak2emcbogiif.png","pwvlbeboak2emcbogiif","2025-08-20T17:02:18.961698+00:00","2025-08-20T17:02:18.961698+00:00"
44,,"GILLETTE PRESTOBARBAS 10X12X120",375000,"Bloqueadores y Cuidado de la Piel",0,"Paca x 12 x 10 375000",false,"https://res.cloudinary.com/dstnroimw/image/upload/v1756219847/sjzxxh8vriacvdljpwqt.png","sjzxxh8vriacvdljpwqt","2025-08-20T17:13:14.591586+00:00","2025-08-20T17:13:14.591586+00:00"
39,,"HUGGIES ETP 1X50 BLT X6PK",26000,"Pañales",0,,false,"https://res.cloudinary.com/dstnroimw/image/upload/v1756221324/nusey39xquq7r5ov7bub.png","nusey39xquq7r5ov7bub","2025-08-20T17:08:55.376071+00:00","2025-08-20T17:08:55.376071+00:00"
134,,"Gel Capilar Ego Attraction X 110 Ml",4250,"Cuidado del Cabello",12000,"Docena 51000",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1759015224/vrdmsjl2bmpxxk4pfczi.jpg","vrdmsjl2bmpxxk4pfczi","2025-09-27T23:18:20.94144+00:00","2025-09-27T23:18:20.94144+00:00"
73,,"Mieltertos Gripa Naranja Día Sobres 24 Sobres",35500,"Medicamentos",188,"CAJA X 24 ",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758406819/lyp8qxs3be1tujvtg10i.png","lyp8qxs3be1tujvtg10i","2025-09-19T15:38:06.662734+00:00","2025-09-19T15:38:06.662734+00:00"
66,,"Rejuveness Antiarrugas con FPS 30 100 G",20000,"Bloqueadores y Cuidado de la Piel",880,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758407408/mjiadxepn9camto4hn3m.png","mjiadxepn9camto4hn3m","2025-09-01T20:41:42.040738+00:00","2025-09-01T20:41:42.040738+00:00"
50,,"LIPSTICK NIVEA CHERRY 24X4.8G",11500,"Medicamentos",0,,false,"https://res.cloudinary.com/dstnroimw/image/upload/v1756217405/sat1d83eigo3hm2xjzze.png","sat1d83eigo3hm2xjzze","2025-08-20T17:15:51.750005+00:00","2025-08-20T17:15:51.750005+00:00"
43,,"CICATRICURE 12X30G",27000,"Medicamentos",0,"CAJA X 12",false,"https://res.cloudinary.com/dstnroimw/image/upload/v1756216523/kgbqq6b92lmjbcorbfuh.webp","kgbqq6b92lmjbcorbfuh","2025-08-20T17:12:37.962792+00:00","2025-09-15T15:31:11.989511+00:00"
38,,"JABON J&J BABY PACK 3X16X110G",9999,"Jabones y Geles",0,"DOCENA 40000  
992 tripacs
1092 rosado 
Amarillo 949",false,"https://res.cloudinary.com/dstnroimw/image/upload/v1756910449/shxo4lfef6dcndr3lftu.jpg","shxo4lfef6dcndr3lftu","2025-08-20T17:08:02.236473+00:00","2025-08-20T17:08:02.236473+00:00"
74,,"CHAMPU ELVIVE HIDRA HIALURONICO",13000,"Cuidado del Cabello",358,"CAJA X 12 ",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758405980/vldbi1azqalqthsrd2ze.png","vldbi1azqalqthsrd2ze","2025-09-19T15:39:49.992051+00:00","2025-09-19T15:39:49.992051+00:00"
22,,"PROTECTOR NOSOTRAS DIARIOS X 15",1375,"Toallas",4608,"DOCENA 16500 CAJA X 3 DOCENAS",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756221463/wshwmrf2xp5ppggcexw3.png","wshwmrf2xp5ppggcexw3","2025-08-20T17:00:04.967551+00:00","2025-08-20T17:00:04.967551+00:00"
52,,"SUNDARK NINOS SOBRE",1,"Bloqueadores y Cuidado de la Piel",0,"CAJA X 12",false,"https://res.cloudinary.com/dstnroimw/image/upload/v1756219108/cseqlcsacs1vhruqjijs.png","cseqlcsacs1vhruqjijs","2025-08-20T17:17:17.220083+00:00","2025-08-20T17:17:17.220083+00:00"
53,,"TOALLAS NOSOTRAS RAPIGEL X10",4083,"Toallas",4224,"PACA X24 98000",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756218540/k4sduvaaqccdgumbazfq.png","k4sduvaaqccdgumbazfq","2025-08-20T17:17:44.538727+00:00","2025-08-20T17:17:44.538727+00:00"
75,,"NOSOTRAS  EXTRA PROTECCION  6 LARGAS X DOCENA ",2417,"Toallas",1200,"DOCENA 29000",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758296543/xnxjy99vlix70dffxgev.jpg","xnxjy99vlix70dffxgev","2025-09-19T15:42:27.077263+00:00","2025-09-19T15:42:27.077263+00:00"
60,,"JABÓN NEKO DOCENA",12250,"Jabones y Geles",0,"12250 x 3 unidades
Paca x 4 docenas  196000
Avena 1344 y extra suave 1392",false,"https://res.cloudinary.com/dstnroimw/image/upload/v1756315222/xuq0xatx14djbgcgffeq.jpg","xuq0xatx14djbgcgffeq","2025-08-27T17:20:29.025351+00:00","2025-08-27T17:20:29.025351+00:00"
62,,"BALANCE WOMEN CLINICAL 70 g",5800,"Desodorantes",210,"Caja x 24 139200",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756316094/hmsm3xgtnasngzindb3g.png","hmsm3xgtnasngzindb3g","2025-08-27T17:24:23.045439+00:00","2025-08-27T17:24:23.045439+00:00"
55,,"REXONA CLINICAL COLACILBLE 30G",32000,"Desodorantes",0,,false,"https://res.cloudinary.com/dstnroimw/image/upload/v1756218750/n5ctj0evesmky3n8lldd.png","n5ctj0evesmky3n8lldd","2025-08-20T17:19:04.821456+00:00","2025-08-20T17:19:04.821456+00:00"
9,,"TOALLAS NOSOTRAS CLASICA X 30",10000,"Toallas",1264,"CAJA X 8 80000",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756217702/wxoskdeordvqs15fkj8a.png","wxoskdeordvqs15fkj8a","2025-08-20T16:53:45.157216+00:00","2025-08-20T16:53:45.157216+00:00"
17,,"HUGGIES ETP 4X50 BLT X4PKS",42000,"Pañales",2,,false,"https://res.cloudinary.com/dstnroimw/image/upload/v1756221069/iowwa1g4yxi0p9rqorke.png","iowwa1g4yxi0p9rqorke","2025-08-20T16:57:48.017705+00:00","2025-08-20T16:57:48.017705+00:00"
133,,"Mieltertos mentholyptus pastillas masticables X48 X12X4",18500,"Medicamentos",256,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758845411/cstw1ikd1ithofx9icez.png","cstw1ikd1ithofx9icez","2025-09-26T00:10:30.255961+00:00","2025-09-26T00:10:30.255961+00:00"
29,,"SHAMPOO SAVITAL CON ACEITE DE ARGAN CAJA X 20 SOBRES",12500,"Cuidado del Cabello",845,"Paca x 24 300000",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758408639/ovtwjilrok87x4dcgbjh.png","ovtwjilrok87x4dcgbjh","2025-08-20T17:03:19.906749+00:00","2025-08-20T17:03:19.906749+00:00"
59,,"KOTEX x24 BUENAS NOCHES",12000,"Toallas",596,"PACA X8 96000",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756247109/mqqrxuawhbjzbsemkgwt.jpg","mqqrxuawhbjzbsemkgwt","2025-08-26T22:23:48.703401+00:00","2025-08-26T22:23:48.703401+00:00"
68,,"Gillette Venus Simply 3filos Blister X8",25000,"Bloqueadores y Cuidado de la Piel",436,"X8",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758411965/uiezk1dpnu0nfrqpebze.png","uiezk1dpnu0nfrqpebze","2025-09-01T20:51:52.991744+00:00","2025-09-01T20:51:52.991744+00:00"
136,,"ACID MANTLE BABY",29000,"Medicamentos",0,,false,"https://res.cloudinary.com/dstnroimw/image/upload/v1759422407/ankg9tkn6howwoydlfys.png","ankg9tkn6howwoydlfys","2025-10-02T16:26:58.131485+00:00","2025-10-02T16:26:58.131485+00:00"
63,,"EGO ATTRATION 240 ml",6500,"Jabones y Geles",324,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756323536/b0gtb1f38cgdhspburlt.jpg","b0gtb1f38cgdhspburlt","2025-08-27T19:39:19.879576+00:00","2025-08-27T19:39:19.879576+00:00"
54,,"PONDS CREMA S 100 G",18000,"Bloqueadores y Cuidado de la Piel",72,"CAJA X 12",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756218284/w8gra8jtb4j0htf16vrm.png","w8gra8jtb4j0htf16vrm","2025-08-20T17:18:22.384098+00:00","2025-08-20T17:18:22.384098+00:00"
35,,"NOSOTRAS BUENAS NOCHES +PROTE...",17500,"Toallas",815,"CAJA X  12 175000",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756217613/jlvvbmsdlxum6ghddd9f.png","jlvvbmsdlxum6ghddd9f","2025-08-20T17:06:02.478501+00:00","2025-08-20T17:06:02.478501+00:00"
6,,"TOALLAS NOSOTRAS DIA Y NOCHE X 24",10500,"Toallas",692,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756221186/dppyfby8tqwndogketue.png","dppyfby8tqwndogketue","2025-08-15T15:22:11.477879+00:00","2025-08-15T15:22:11.477879+00:00"
51,,"PONDS CREMA S X 200 G",20000,"Bloqueadores y Cuidado de la Piel",53,"CAJA X 12",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756218346/mu7zbvg5znw0f1cjl5lr.png","mu7zbvg5znw0f1cjl5lr","2025-08-20T17:16:21.020011+00:00","2025-08-20T17:16:21.020011+00:00"
61,,"BALANCE CLINICAL CREMA 70 g",5800,"Desodorantes",143,"caja x 24  139200",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756316074/gpjk0gfsktxaasvnc5fg.png","gpjk0gfsktxaasvnc5fg","2025-08-27T17:22:23.723916+00:00","2025-08-27T17:22:23.723916+00:00"
65,,"TIO NACHO CONTROL CASPA 415 ENGROSADOR",22000,"Cuidado del Cabello",442,"CAJA X 12 264000",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756490216/lj2qrh6nd1f2jvcwxulo.png","lj2qrh6nd1f2jvcwxulo","2025-08-29T17:57:00.792025+00:00","2025-08-29T17:57:00.792025+00:00"
67,,"TEATRICAL ACLADORA",18000,"Bloqueadores y Cuidado de la Piel",776,"Caja x 12",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756908770/drbwic1oikcb8lnv5a87.png","drbwic1oikcb8lnv5a87","2025-09-01T20:46:40.973427+00:00","2025-09-01T20:46:40.973427+00:00"
20,,"SHAMPOO JOHNSON X400",19000,"Cuidado del Cabello",0,,false,"https://res.cloudinary.com/dstnroimw/image/upload/v1756219005/fgccky7483cqa6l8vzyu.png","fgccky7483cqa6l8vzyu","2025-08-20T16:59:00.936353+00:00","2025-08-20T16:59:00.936353+00:00"
58,,"PAÑAL TENA SLIP",36000,"Pañales",432,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756151464/i3yuefnge62migf4gfg1.jpg","i3yuefnge62migf4gfg1","2025-08-25T19:51:08.566612+00:00","2025-09-16T16:22:08.800893+00:00"
18,,"HUGGIES ETAPA 3 50 PANALES",34000,"Pañales",0,"PACA X 8 272000",false,"https://res.cloudinary.com/dstnroimw/image/upload/v1756216956/rkvkoejhb37luqroaiji.png","rkvkoejhb37luqroaiji","2025-08-20T16:58:09.358439+00:00","2025-08-20T16:58:09.358439+00:00"
109,,"CREMA DENTAL COLGATE TRIPLE ACCION TUBO X 150 ML",8888,"Desodorantes",162,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758405017/gthkbxagpokovrgj8mx6.png","gthkbxagpokovrgj8mx6","2025-09-20T20:02:16.809431+00:00","2025-09-20T20:02:16.809431+00:00"
99,,"Unesia Crema Antimicotico 20 Gr",23000,"Bloqueadores y Cuidado de la Piel",10,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758408513/lhpwheoz4haf7ykjyldp.png","lhpwheoz4haf7ykjyldp","2025-09-20T19:20:39.984062+00:00","2025-09-20T19:20:39.984062+00:00"
96,,"PONDS Clarant B3 Antimanchas con FPS 30 100g",20000,"Bloqueadores y Cuidado de la Piel",1122,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758407146/yloa05kkwrfmqyhvyerd.png","yloa05kkwrfmqyhvyerd","2025-09-20T19:11:34.176778+00:00","2025-09-24T16:17:33.630602+00:00"
105,,"Asepsia jabon",1,"Jabones y Geles",585,"Carbón activo 450 esponja 60 azufre 40 bicarbonato 40",false,"https://res.cloudinary.com/dstnroimw/image/upload/v1758396759/qpqu1aqvu43j9touv5ux.jpg","qpqu1aqvu43j9touv5ux","2025-09-20T19:35:05.744694+00:00","2025-09-20T19:35:05.744694+00:00"
93,,"Tratamiento SAVITAL hidratacion intensa x425 ml",11000,"Cuidado del Cabello",61,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758408700/o5yo8gbqudtqi7eduzuh.png","o5yo8gbqudtqi7eduzuh","2025-09-20T19:03:57.425176+00:00","2025-09-20T19:03:57.425176+00:00"
108,,"Jabón Líquido Dove Baby Corporal Humectación Enriquecida x 400 ml",20000,"Bloqueadores y Cuidado de la Piel",180,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758405291/aek17eqjsjzod3mm581k.png","aek17eqjsjzod3mm581k","2025-09-20T20:01:17.548923+00:00","2025-09-20T20:01:17.548923+00:00"
97,,"Desodorante Balance 40u C Invisible Hombre 2 X 50ml",13000,"Bloqueadores y Cuidado de la Piel",10,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758404443/ihfllgbkmukjkgvgx5uh.png","ihfllgbkmukjkgvgx5uh","2025-09-20T19:17:26.821913+00:00","2025-09-20T19:17:26.821913+00:00"
92,,"CREMA CORPORAL BEBÉ JOHNSONS ORIGINAL",20000,"Bloqueadores y Cuidado de la Piel",35,,false,"https://res.cloudinary.com/dstnroimw/image/upload/v1758405583/nfogrtejzrg2oixbsbga.png","nfogrtejzrg2oixbsbga","2025-09-20T19:00:04.229871+00:00","2025-09-20T19:00:04.229871+00:00"
31,,"PONDS CR REJUVENESS 6X100G+...",23000,"Bloqueadores y Cuidado de la Piel",0,,false,"https://res.cloudinary.com/dstnroimw/image/upload/v1758899093/i99mozxgkrdsfr8xkpdp.jpg","i99mozxgkrdsfr8xkpdp","2025-08-20T17:04:07.277755+00:00","2025-08-20T17:04:07.277755+00:00"
84,,"TENA PANTS X16",1,"Pañales",2,,false,"https://res.cloudinary.com/dstnroimw/image/upload/v1758390155/owh60koh9cpetshplh23.jpg","owh60koh9cpetshplh23","2025-09-20T17:42:44.359541+00:00","2025-09-20T17:42:44.359541+00:00"
111,,"Arruru loción ",41000,"Cuidado del Cabello",47,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758403892/nkqysgpg9l3rlshhxhv6.png","nkqysgpg9l3rlshhxhv6","2025-09-20T20:05:43.756466+00:00","2025-09-20T20:05:43.756466+00:00"
4,,"PROTECTORES NOSOTRAS MULTIESTILO x 150  x 10 CAJAS",14000,"Toallas",408,"C/U 14000",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1756217857/g5jpd7snqpwywzx9jaue.png","g5jpd7snqpwywzx9jaue","2025-08-15T15:17:56.262168+00:00","2025-08-15T15:17:56.262168+00:00"
104,,"Asepsia jabon",1,"Jabones y Geles",589,"Carbón activo 450 esponja 60 azufre 40 bicarbonato 40",false,"https://res.cloudinary.com/dstnroimw/image/upload/v1758396759/qpqu1aqvu43j9touv5ux.jpg","qpqu1aqvu43j9touv5ux","2025-09-20T19:35:05.335982+00:00","2025-09-20T19:35:05.335982+00:00"
103,,"Crema Para Peinar Sedal Rizos Definidos X 2und X 300ml",15000,"Cuidado del Cabello",15,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758408817/zltxx5qkwo5cmphqxxkq.png","zltxx5qkwo5cmphqxxkq","2025-09-20T19:25:28.262063+00:00","2025-09-20T19:25:28.262063+00:00"
98,,"CICATRICURE CREMA FACIAL CONTORNO DE OJOS ANTIARRUGAS  BLUR & FILLER",25000,"Bloqueadores y Cuidado de la Piel",5,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758404840/vhfbrwsnlc2ufx2fxo1x.png","vhfbrwsnlc2ufx2fxo1x","2025-09-20T19:19:46.815209+00:00","2025-09-20T19:19:46.815209+00:00"
78,,"Crema Dental Sensodyne 8 Beneficios En 1 x 50 gr",6000,"Desodorantes",298,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758408941/yziuvhtd3zm2rimivfvg.png","yziuvhtd3zm2rimivfvg","2025-09-20T17:19:38.847888+00:00","2025-09-20T17:19:38.847888+00:00"
85,,"Toallas Kotex Normal 24 Und",7000,"Toallas",0,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758408080/ohyzrby3i4sa0hkld4hd.png","ohyzrby3i4sa0hkld4hd","2025-09-20T18:06:47.507492+00:00","2025-09-20T18:06:47.507492+00:00"
116,,"Enjuague Bucal LISTERINE Control Cálculo 180 ml",9500,,528,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758410790/hj9xo9qor4prgt0mcxit.png","hj9xo9qor4prgt0mcxit","2025-09-20T23:27:39.326625+00:00","2025-09-20T23:27:39.326625+00:00"
79,,"Maquina De Afeitar Groomen 300 + 1 Repuesto",20000,"Bloqueadores y Cuidado de la Piel",33,,true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758406080/n1xskijlh968da5zrhyz.png","n1xskijlh968da5zrhyz","2025-09-20T17:22:29.702302+00:00","2025-09-20T17:22:29.702302+00:00"
8,,"TOALLAS NOSOTRAS DIA Y NOCHE X24",84000,"Toallas",0,"C/U 1",false,"https://res.cloudinary.com/dstnroimw/image/upload/v1756217770/v1dbqec9nq3lxtsjrinj.png","v1dbqec9nq3lxtsjrinj","2025-08-20T16:52:40.429212+00:00","2025-08-20T16:52:40.429212+00:00"
76,,"Protector Diario Nosotras Multiestilo 15 U",1459,"Toallas",4800,"DOCENA 17500",true,"https://res.cloudinary.com/dstnroimw/image/upload/v1758409979/wuchj5aceuo3dffpgfag.png","wuchj5aceuo3dffpgfag","2025-09-19T15:44:19.96173+00:00","2025-09-19T15:44:19.96173+00:00"
