"id","factura_id","fecha","monto","metodo","nota","created_at"
41,106,"2025-08-14",300000,"Efectivo",,"2025-08-23T16:21:31.057428+00:00"
42,103,"2025-08-20",200000,"Efectivo",,"2025-08-23T16:23:53.561699+00:00"
43,126,"2025-08-25",200000,"Efectivo",,"2025-08-25T20:23:18.202131+00:00"
44,99,"2025-08-25",100000,"Efectivo",,"2025-08-25T20:28:17.880746+00:00"
45,97,"2025-08-22",250000,"Efectivo",,"2025-08-25T20:52:31.26117+00:00"
46,97,"2025-08-25",200000,"Efectivo",,"2025-08-25T20:52:45.984611+00:00"
47,60,"2025-08-25",200000,"Efectivo","Nequi","2025-08-25T21:30:59.575834+00:00"
48,39,"2025-08-25",135000,"Transferencia","Nequi","2025-08-25T22:13:44.477787+00:00"
49,65,"2025-08-25",461000,"Efectivo",,"2025-08-25T22:30:17.342644+00:00"
50,21,"2025-08-26",3900000,"Efectivo",,"2025-08-26T21:11:12.305781+00:00"
51,85,"2025-08-26",368000,"Efectivo",,"2025-08-26T21:46:53.842144+00:00"
52,111,"2025-08-26",500000,"Efectivo",,"2025-08-26T21:54:59.390729+00:00"
53,48,"2025-08-26",200000,"Efectivo",,"2025-08-26T22:02:19.836286+00:00"
54,115,"2025-08-06",413000,"Efectivo",,"2025-08-27T21:22:32.544301+00:00"
55,115,"2025-08-27",500000,"Efectivo","Davi","2025-08-27T21:22:52.263689+00:00"
56,146,"2025-08-27",200000,"Efectivo",,"2025-08-27T21:48:04.146361+00:00"
57,78,"2025-08-27",200000,"Efectivo",,"2025-08-27T22:20:21.767105+00:00"
58,112,"2025-08-28",356000,"Efectivo",,"2025-08-28T20:31:59.192819+00:00"
59,9,"2025-08-28",1000000,"Efectivo",,"2025-08-28T20:33:20.645671+00:00"
60,131,"2025-08-28",508000,"Efectivo",,"2025-08-28T20:44:49.905164+00:00"
61,128,"2025-08-28",300000,"Efectivo",,"2025-08-28T20:45:36.785308+00:00"
62,103,"2025-08-28",100000,"Efectivo",,"2025-08-28T21:14:16.468084+00:00"
63,103,"2025-08-28",80000,"Efectivo",,"2025-08-28T21:15:16.834319+00:00"
64,90,"2025-08-29",250000,"Efectivo",,"2025-08-29T20:40:31.803191+00:00"
65,108,"2025-08-29",500000,"Transferencia","Nequi ","2025-08-29T21:01:57.981978+00:00"
66,108,"2025-08-27",500000,"Efectivo","Nequi","2025-08-29T21:22:36.311595+00:00"
67,108,"2025-08-22",500000,"Efectivo",,"2025-08-29T21:23:29.663855+00:00"
68,108,"2025-08-12",206000,"Efectivo",,"2025-08-29T21:24:04.617425+00:00"
69,48,"2025-08-29",200000,"Transferencia",,"2025-08-29T22:25:25.427714+00:00"
70,118,"2025-08-30",100000,"Efectivo",,"2025-08-30T21:26:26.096961+00:00"
71,151,"2025-08-30",50000,"Efectivo",,"2025-08-30T21:34:54.363671+00:00"
72,106,"2025-08-30",300000,"Efectivo",,"2025-08-30T21:45:40.798762+00:00"
73,78,"2025-08-30",200000,"Efectivo",,"2025-08-30T21:59:46.012049+00:00"
74,99,"2025-08-30",100000,"Efectivo",,"2025-08-30T22:10:53.471089+00:00"
75,90,"2025-08-30",250000,"Efectivo",,"2025-08-30T22:21:55.193721+00:00"
76,146,"2025-08-30",200000,"Efectivo",,"2025-08-30T22:26:24.411789+00:00"
77,45,"2025-08-30",176000,"Efectivo",,"2025-08-30T22:33:35.651038+00:00"
78,62,"2025-08-30",176000,"Efectivo",,"2025-08-30T22:37:29.690342+00:00"
79,39,"2025-08-30",229000,"Efectivo",,"2025-08-30T22:41:47.150674+00:00"
80,78,"2025-09-01",200000,"Efectivo",,"2025-09-01T20:39:30.556749+00:00"
81,9,"2025-09-01",1112000,"Efectivo",,"2025-09-01T21:43:34.648378+00:00"
82,115,"2025-09-01",347000,"Efectivo",,"2025-09-01T21:58:41.948434+00:00"
83,145,"2025-09-01",300000,"Efectivo",,"2025-09-01T22:12:50.511599+00:00"
84,66,"2025-09-01",500000,"Efectivo",,"2025-09-01T22:21:24.724629+00:00"
85,111,"2025-09-01",846000,"Efectivo",,"2025-09-01T23:02:44.5134+00:00"
86,108,"2025-08-30",572000,"Efectivo",,"2025-09-01T23:10:10.189487+00:00"
87,75,"2025-09-02",200000,"Efectivo",,"2025-09-02T20:36:37.104456+00:00"
88,151,"2025-09-02",50000,"Efectivo",,"2025-09-02T20:37:10.536322+00:00"
89,126,"2025-09-02",150000,"Efectivo",,"2025-09-02T20:45:25.328714+00:00"
90,90,"2025-09-02",400000,"Efectivo",,"2025-09-02T20:52:39.458623+00:00"
91,168,"2025-09-02",550500,"Efectivo",,"2025-09-03T13:46:00.828305+00:00"
92,105,"2025-09-03",440000,"Efectivo",,"2025-09-03T22:42:38.326391+00:00"
93,89,"2025-09-03",220000,"Efectivo",,"2025-09-03T22:43:23.069346+00:00"
94,114,"2025-09-03",500000,"Efectivo",,"2025-09-03T22:48:20.936124+00:00"
95,123,"2025-09-04",96000,"Efectivo",,"2025-09-04T21:21:15.231868+00:00"
96,125,"2025-09-04",304000,"Efectivo",,"2025-09-04T21:21:45.177994+00:00"
97,60,"2025-09-04",200000,"Efectivo",,"2025-09-04T21:22:08.911595+00:00"
98,133,"2025-08-22",400000,"Efectivo",,"2025-09-05T20:00:59.105552+00:00"
99,133,"2025-09-05",680000,"Efectivo",,"2025-09-05T20:03:11.389908+00:00"
100,11,"2025-09-05",200000,"Efectivo",,"2025-09-05T20:52:00.180175+00:00"
101,43,"2025-09-05",32000,"Efectivo",,"2025-09-05T20:55:43.579486+00:00"
102,108,"2025-09-05",700000,"Efectivo",,"2025-09-05T21:06:46.946151+00:00"
103,75,"2025-09-05",150000,"Efectivo",,"2025-09-05T21:44:51.409641+00:00"
104,99,"2025-09-06",100000,"Efectivo",,"2025-09-06T21:56:13.260092+00:00"
105,78,"2025-09-06",200000,"Efectivo",,"2025-09-06T21:59:56.849436+00:00"
106,108,"2025-09-08",250000,"Efectivo",,"2025-09-08T21:45:44.055024+00:00"
107,36,"2025-09-09",217000,"Efectivo",,"2025-09-09T20:26:49.985844+00:00"
108,36,"2025-09-09",173000,"Efectivo",,"2025-09-09T20:28:15.012964+00:00"
109,38,"2025-09-09",1000000,"Efectivo",,"2025-09-09T21:17:10.726033+00:00"
110,60,"2025-09-09",100000,"Efectivo",,"2025-09-09T21:53:01.940151+00:00"
112,182,"2025-09-10",360000,"Efectivo",,"2025-09-10T12:50:53.236939+00:00"
113,194,"2025-09-10",557000,"Efectivo",,"2025-09-10T13:23:07.078313+00:00"
114,113,"2025-09-10",27000,"Efectivo",,"2025-09-10T20:10:39.847191+00:00"
115,113,"2025-09-10",149000,"Efectivo",,"2025-09-10T20:10:48.877213+00:00"
116,78,"2025-09-10",150000,"Efectivo",,"2025-09-10T20:30:56.473424+00:00"
117,151,"2025-09-10",77000,"Efectivo",,"2025-09-10T20:42:03.182523+00:00"
118,12,"2025-09-10",23000,"Efectivo",,"2025-09-10T20:43:07.035649+00:00"
119,126,"2025-09-10",200000,"Efectivo",,"2025-09-10T20:47:54.480531+00:00"
120,99,"2025-09-10",126000,"Efectivo",,"2025-09-10T20:50:30.507355+00:00"
121,146,"2025-09-10",200000,"Efectivo",,"2025-09-10T21:15:27.421206+00:00"
122,11,"2025-09-10",300000,"Efectivo",,"2025-09-10T21:24:08.715664+00:00"
123,14,"2025-09-10",242000,"Efectivo",,"2025-09-10T21:40:09.659563+00:00"
124,47,"2025-09-03",150000,"Efectivo",,"2025-09-10T21:44:44.43765+00:00"
125,10,"2025-09-10",500000,"Efectivo",,"2025-09-10T21:49:23.906355+00:00"
126,77,"2025-09-10",240000,"Efectivo",,"2025-09-10T21:54:43.123356+00:00"
127,76,"2025-09-10",176000,"Efectivo",,"2025-09-10T21:55:15.8216+00:00"
128,66,"2025-09-10",1276000,"Efectivo",,"2025-09-10T22:07:37.859149+00:00"
130,12,"2025-09-12",50000,"Efectivo",,"2025-09-12T19:59:41.71357+00:00"
131,89,"2025-09-12",300000,"Efectivo",,"2025-09-12T20:23:04.670091+00:00"
132,88,"2025-09-12",440000,"Efectivo",,"2025-09-12T20:27:04.879026+00:00"
133,152,"2025-09-12",216000,"Efectivo",,"2025-09-12T21:25:33.675513+00:00"
134,78,"2025-09-12",218000,"Efectivo",,"2025-09-12T23:05:11.098344+00:00"
135,108,"2025-09-12",1176000,"Efectivo",,"2025-09-12T23:46:33.060765+00:00"
136,16,"2025-09-12",656000,"Efectivo",,"2025-09-12T23:47:36.704357+00:00"
138,8,"2025-09-10",164000,"Efectivo",,"2025-09-17T20:26:10.464881+00:00"
139,86,"2025-09-04",300000,"Efectivo",,"2025-09-17T20:28:05.534047+00:00"
140,86,"2025-09-17",250000,"Efectivo",,"2025-09-17T20:35:05.37089+00:00"
141,114,"2025-09-17",500000,"Efectivo",,"2025-09-17T21:27:45.487091+00:00"
142,11,"2025-09-17",200000,"Efectivo",,"2025-09-17T21:35:22.367227+00:00"
143,124,"2025-09-17",384000,"Efectivo",,"2025-09-17T21:38:33.388302+00:00"
144,64,"2025-09-05",100000,"Efectivo",,"2025-09-17T21:43:14.303586+00:00"
145,64,"2025-09-17",150000,"Efectivo",,"2025-09-17T21:43:27.283904+00:00"
146,48,"2025-09-08",400000,"Efectivo",,"2025-09-17T21:55:36.894626+00:00"
147,48,"2025-09-17",500000,"Transferencia",,"2025-09-17T21:59:24.081792+00:00"
148,15,"2025-09-17",150000,"Efectivo",,"2025-09-17T22:14:09.938026+00:00"
149,106,"2025-09-18",170000,"Efectivo",,"2025-09-18T21:09:43.904682+00:00"
150,106,"2025-09-04",70000,"Otro","Candado","2025-09-18T21:10:07.928762+00:00"
151,107,"2025-09-18",130000,"Efectivo",,"2025-09-18T21:10:31.800418+00:00"
152,100,"2025-09-18",100000,"Transferencia",,"2025-09-18T21:32:20.939037+00:00"
153,59,"2025-09-18",198000,"Efectivo",,"2025-09-18T21:41:08.121426+00:00"
154,41,"2025-09-18",960000,"Efectivo",,"2025-09-18T21:46:01.957106+00:00"
155,146,"2025-09-18",300000,"Efectivo",,"2025-09-18T21:51:32.431598+00:00"
156,146,"2025-09-10",200000,"Efectivo",,"2025-09-18T21:52:41.571219+00:00"
157,68,"2025-09-18",500000,"Efectivo",,"2025-09-18T21:58:34.414422+00:00"
